"","MElightsteelblue1","MEplum1","MEdarkturquoise","MEskyblue","MElightyellow","MEviolet","MEsteelblue","MEpaleturquoise","MEsalmon","MEdarkgrey","MEgreen","MEgreenyellow","MEsienna3","MEblack","MElightgreen","MEcyan","MEpink","MElightcyan1","MEdarkolivegreen","MEdarkorange","MEmagenta","MEskyblue3","MEyellowgreen","MEblue","MEmediumpurple3","MEmidnightblue","MEred","MEbrown","MEyellow","MEturquoise","MEorange","MEsaddlebrown","MEdarkmagenta","MEroyalblue","MEdarkgreen","MEdarkred","MEtan","MEwhite","MEorangered4","MEgrey60","MEpurple","MEgrey"
"RF25C",-0.0102158555065061,-0.0316233146162441,-0.0198881598869882,-0.0203040656597573,-0.0146045932637897,-0.0222380338495796,0.0101417131029628,-0.0305695210489102,-0.0123828921599172,-0.014741091476032,-0.0210105754882696,-0.020894267955615,-0.0242795280074687,-0.00941608552317139,-0.0411970254380855,-0.000825788432731514,-0.010832829728552,-0.0159096724459491,-0.010444979914848,-0.006808883245064,-0.00654585791548179,-0.0195864260425215,-0.0299681417840902,0.00223748287408173,-0.0141194712924548,0.0544366832339541,0.971302812571066,0.00373102361091546,-0.00299886611316619,-0.00115437995801465,-0.0295411570177761,-0.0114093016730371,-0.0017924843754291,-0.0274894454001167,-0.0183947972788714,-0.00733362525425749,-0.017019143772849,-0.00427173516437927,-0.0147772668596324,-0.0116621561702088,-0.00233816298498882,2.3193364163284e-05
"RS11B",-0.00191611609554847,-0.0435900973569002,-0.0142920154123152,-0.0303129718061269,-0.0214511917233669,-0.0138637020273051,-0.0181433360872731,-0.021979964923492,-0.0251751594688786,-0.0198034952235254,-0.0175796698057092,-0.0216798911243555,-0.0278098009137824,-0.0189539458015114,-0.0274965554756792,-0.0245633889152136,-0.027127889394891,-0.0370836790688007,-0.0229817658752942,-0.0378742175244845,-0.0275664435119128,-0.025516558240127,-0.0233941785297263,0.000510352734979773,-0.0191006003348184,-0.0301290154919939,-0.0223218605341199,-0.00189249258567195,-0.0195436847913558,0.0103726170907892,-0.0241300119033051,-0.0185725080487841,-0.0263024915530864,-0.0189381731742486,-0.0262783164933116,-0.0115100148956123,-0.022016559329761,-0.0188991107345943,-0.00248485921732901,0.96711870292413,0.0378727223647964,8.36397195939971e-06
"RS11D",-0.0115740839015828,-0.0284360068046391,-0.0215384725545947,-0.00188497322080514,-0.0261490806154342,-0.0345465990657419,-0.0366975711946141,-0.0304802027453658,-0.023512340703192,-0.018707009827559,-0.00913311801201337,-0.0250451756541673,-0.0244121726319219,-0.0275796763807565,-0.0457937137744218,-0.0255668673012888,-0.0403033978138856,-0.00991402342507298,-0.0221364505866557,-0.0274488618539702,-0.0233903213850036,-0.0194302269417807,-0.0307282124954111,-0.0146344937505794,-0.0220988532693391,-0.0223665163783152,-0.0259128428777728,-0.031569684229761,-0.0334402367288264,-0.018386799340129,-0.0250623647269174,-0.0113863061304995,-0.0461035855615955,-0.0282451389681927,0.00097794596178857,-0.010337202095194,-0.0315361987792058,-0.0323204602571697,0.00980405560564171,0.087068712881491,0.977110502084127,1.91120498379286e-05
"RS12A",-0.0304981510972265,-0.0340468433691432,-0.0299771401818273,-0.0309786159884899,-0.0318252618883779,-0.0287667677957966,-0.0157953335069696,-0.00315967934399037,-0.0272165440896837,-0.0164588154400052,-0.0168188384796003,-0.00250598017017385,-0.00559554176075175,0.0019319094148567,0.0255976896910711,0.0269501193772231,0.960994353499207,-0.0270288855539792,-0.0126573132503703,-0.0363771190576708,-0.0300650039952826,-0.0329301180972208,-0.0401226829274911,-0.0201833894899471,-0.0314827988422709,-0.0115585478786085,-0.0312180210831667,-0.0478293941269532,-0.0349758319186191,-0.0175956862915107,-0.00324115371368405,-0.0386363850556269,-0.0340321164755077,-0.0261760464476081,-0.0297177348735258,-0.0216049380948857,-0.0256030238379067,-0.0192632556005544,-0.00768992605420107,-0.0437211760065207,-0.0356646140222105,1.09991490550763e-05
"RS12C",-0.0291597604138029,-0.0303613671013116,-0.0410108228642464,-0.0289672813990613,-0.028778006354967,-0.0247226856691118,-0.00539619393275334,0.0100147208805963,-0.0233753805664452,-0.0250042510476219,-0.014897284711403,0.0149397956670285,-0.0017226458128728,0.00725259306873492,0.026568026832743,0.98335063804336,0.160560939637449,-0.0233768256637776,-0.022946029046473,0.0604642632918544,-0.017129276656574,-0.0246654007065479,-0.0134496706058673,-0.0275676314590504,-0.0215356383087119,-0.0183940741254601,-0.0215052443585311,-0.0303702163047155,-0.0471586052506919,-0.00348942216037208,-0.0150313962793501,0.00312077038564177,-0.0305678046309979,-0.0288685443867515,-0.0152314304970386,-0.0112461843223156,-0.0231962015235011,-0.0242896361580736,-0.0113980214557793,-0.0412162529174335,-0.0219275074867073,-2.32638516354518e-05
"RS13A",-0.0370078343895561,-0.0105393715186722,-0.0143144378304846,-0.037093609508908,-0.0181340483781603,-0.0167739801680851,-0.0191694703886665,-0.0329106510041208,-0.0276366542254326,2.57977263746578e-05,-0.0218277299584646,-0.033729845384362,-0.0167755017338476,-0.0143975124529669,-0.0265480335778918,-0.0394790473058193,0.00931148169625527,-0.0301422192762165,-0.019794439909791,-0.0394264028247997,-0.0284208429297243,-0.0249040553469822,-0.025254355941219,-0.00807238679550905,-0.0278971817099734,-0.0232901268184578,-0.0183327013164167,-0.0350113681848559,-0.0116379349386344,-0.0130547916788292,-0.00135355278977059,-0.0284179365063396,-0.0296323034134422,-0.0231445105450916,-0.0311940437685097,-0.0301483408884381,0.969702741182363,0.0134406680242934,-0.021971647811257,-0.0102293243493104,-0.0255144014107949,3.25107671026854e-05
"RS13C",-0.0104445804314235,-0.0240592603582346,-0.0128589838710468,-0.0260439491529287,-0.0311613893114255,-0.0211159535959363,0.0181884840990459,-0.0186726796277673,-0.0151229179225669,-0.0233173962003541,0.00603213153157806,-0.0303776770692602,-0.026700990084528,-0.0244822338447463,-0.0306156909668163,-0.0228376961086872,-0.0094264610015046,-0.0267366011362096,-0.0175670755705637,-0.0389944267940455,-0.0188367148984345,-0.0182399119322104,-0.0192654485625695,-0.022027378769412,-0.0087290488890206,-0.00986878269280736,-0.0284009702069593,-0.0190380673735692,0.000613385697916983,-0.0171107876918561,-0.0240430336730939,-0.0243427379460408,-0.0298218893244673,-0.0139924483477492,-0.0242945905350295,-0.0326927738929347,0.161803925836107,0.98459901434246,-0.012330961988279,0.00493348095174245,-0.021165815701593,2.03521052807288e-05
"RS14B",-0.0155967127037408,-0.0152686225399733,-0.0176024136822067,-0.0229177109011042,-0.0131274587840292,-0.030692531988558,-0.0114801661714336,0.00861507950204408,-0.00733315515344992,0.00512928438787827,-0.00433404393275719,0.0260504440753719,-0.00259057511551728,0.982768477875896,0.239677975614381,0.0255621640176694,0.00979019238305149,-0.011124528278392,-0.0089239334002927,-0.0106139310167512,-0.0265380003946154,-0.0165073660762368,-0.0211910752110105,-0.0203951757377759,-0.0124332910476934,-0.00626474525478696,-0.0140388134409206,-0.0138088791054905,-0.0062990479936769,-0.00468950041564406,0.000566298959495125,-0.0190865517914582,-0.0101696867660631,-0.0189288466181575,0.0319309509564599,-0.0225762291429039,-0.0098896752295329,-0.0194072260858751,-0.0244694097381271,0.010292936225715,-0.0245021338404871,-7.09645074768773e-06
"RS14C",-0.0288781832250803,-0.041417333469526,-0.0275488039904499,-0.0226225750037638,-0.0450974646876877,-0.0312868389342727,-0.0303816322420206,-0.00802542253541686,-0.030505769864911,-0.0360741200314367,-0.0476189132869897,-0.00739155184718938,-0.0420728156588042,0.0389094629067628,0.946103815471675,-0.000218285585394323,-0.0236281206479167,-0.0375913092533542,-0.0218559211450682,-0.0450122246180965,-0.0374783796503227,-0.0282325773892886,-0.0363566677260147,-0.0452274356355467,-0.0201281764181496,-0.0190553485944411,-0.0402326025868871,-0.0201362560056572,-0.0584958015999276,-0.0315863144921443,-0.0339012058400598,-0.0242284184657692,-0.0336041510273255,-0.0345685503652729,-0.0296180807668741,-0.0376300761391768,-0.0425669546277667,-0.0262036922737065,-0.0297864836684095,-0.0175369520627857,-0.0490437055367212,-2.58224958843696e-05
"RS15B",-0.0278967785399782,-0.0162518610527519,-0.0197488108660751,-0.0259642379165505,-0.0225577830970614,-0.0269951907067832,0.0107217645783642,0.140773883919517,0.984810919993711,-0.00640190559242871,-0.00431777335636094,0.00579050430698806,-0.022133267613581,0.00187303881303567,0.00162689862526395,-0.0101753786436332,-0.00306114621435464,-0.0219682136538308,-0.0291294431736969,-0.0102072508112605,-0.0235383213403066,-0.030083083722788,0.00812486628455055,-0.0297599381512955,-0.00651476646235603,-0.0213082807693121,-0.00470279598257742,-0.0184900753033516,-0.0192936626553825,-0.0145781052763317,-0.0283410075433075,-0.0138242243998959,-0.0158779831013799,-0.0138991972057554,-0.0167930215732082,-0.0144137277786395,-0.0179546104756666,-0.0139208461714786,-0.0277031601245147,-0.0252665404204759,-0.0283463140937297,5.56312886448376e-06
"RS15D",-0.0447243629302848,-0.0402813655257238,-0.0428358883779949,-0.0329059653877818,-0.0334807999660152,-0.0369067432674896,-0.0083208271701104,0.969616814605825,0.0241559732252868,-0.035789647121057,-0.0278526242846744,-0.0152640256402559,-0.0173233097821207,-0.0261154359145097,0.00194840651130014,-0.00984032894765269,-0.0381524819054594,-0.0319153119693808,-0.0359154668887341,-0.0435305117057419,-0.0384128449400394,-0.0251499314283911,-0.0449106742769652,-0.0383200686207542,-0.0272591021192149,-0.0340402774086187,-0.033303072335234,-0.0470022858196642,-0.0727849506573463,-0.0301854562822277,-0.0276127027564706,-0.0372297811097121,-0.0356175924636013,-0.0284466922895585,-0.03625378382187,-0.0227457081433788,-0.0403624902353026,-0.0439170078857928,-0.030080323295884,-0.0400345985348691,-0.0499480913639516,-1.51116880239502e-05
"RS1B",-0.0371451223184676,-0.0347336930021301,-0.035002243741061,-0.03297006316416,-0.0296716151759537,-0.0333384980060714,-0.0210621168305408,-0.033057916644113,-0.0290459546200629,-0.0240065857271823,-0.0153946053972736,-0.0270721212866107,-0.026937537632539,-0.0280191954101283,-0.0474604693142244,-0.0297986129237797,-0.0116469025282743,-0.0259777443224894,-0.0285326801604917,-0.0372936685080845,-0.0280429051140298,-0.028819424340044,-0.0448857787164495,-0.0171882130126649,-0.0333043673136777,-0.025867484828619,-0.0123550387471542,-0.0457737248546103,-0.0239346845092987,-0.00290311564057702,0.977489206872176,0.00532090316924331,-0.0196847967484352,-0.0281826593420469,-0.0120744752237247,-0.0177245549941747,-0.0291345675275807,-0.0279294953392923,-0.0419395104068575,-0.0297854792646683,-0.0208085448566064,3.6162519471157e-05
"RS1C",-0.0165352339598481,-0.0126317913376269,-0.0318975977983593,-0.0186740183266739,-0.0234228212161436,-0.0327466181234247,-0.00729489364917219,-0.000215433413842905,-0.0253224364509841,-0.0334984070367191,-0.0277761890757663,-0.0183422075151045,-0.00819101220385413,-0.0111206771293789,-0.0175689364676956,-0.0170063110365196,-0.0424260101225831,-0.0227944368359082,-0.0229285128940146,-0.0445879014201649,-0.0242947095781998,-0.0305395765263816,-0.0275968558027629,-0.0338168423390247,-0.0178496338062545,-0.0257177807418049,-0.0172475341502751,-0.0207598172784577,-0.0451397392322924,-0.00248925948985656,0.0976761024038113,0.98479293502164,-0.0109822068176808,-0.0131148143626177,-0.0023944254622156,-0.018111777754246,-0.0307187651440011,-0.0206234246763116,-0.0250850024501463,-0.00130703678180042,-0.00565779345505658,1.79326342538661e-05
"RS2B",-0.0192291324886082,-0.0278920653076768,-0.0430253238419509,-0.0381856460768864,-0.0267968361410876,0.0031994657469513,-0.0144968063949963,-0.0139928053352593,-0.00114893477121179,-0.0163690738004273,-0.019694657226034,-0.0154992964966049,-0.000270183634573061,-0.0142293097539148,-0.0114141101045306,-0.00240421911260026,-0.0228325614559357,-0.01569411940588,-0.0218368665378342,-0.0430529718978376,-0.0274094026653583,-0.00464790062085424,-0.0268392862846996,-0.00162967756183798,-0.0198651040209681,-0.0309382349690518,-0.00948425469641818,-0.0257105202395691,-0.0282977723395721,-0.0246705554785035,-0.0160926204342286,-0.0245600044544262,0.00329762098105811,-0.0168704457852845,0.981339890216083,0.0520851394943302,-0.00828816336409961,-0.0113326710899474,-0.0326364311239994,-0.00936997807947303,-0.0308589753257883,9.33792213806928e-06
"RS2C",-0.0130281726172355,-0.0258167265453402,-0.0355434544441912,-0.0347701392235722,-0.0366982495010248,-0.0265639182266227,-0.0344900442031613,-0.0138784524604749,-0.0165931272417924,-0.0376266449680952,-0.0379351020095306,-0.0150704243461319,-0.0328043152770628,-0.0249771037792608,-0.0271788997789706,-0.0230412863711453,-0.030276250078636,-0.028559565364086,-0.0289570757981575,-0.0257595700269574,-0.0321008923561788,-0.0357069565846768,-0.0191815935326417,-0.0421999591179547,-0.0299242429754626,-0.0191571467379663,-0.0399699988354599,-0.0225124152523499,-0.0367715351772797,-0.0289213642571926,-0.028298448894686,-0.0184058585615756,-0.0190247300982064,-0.0369131207773822,0.0409329321449504,0.982754499123764,-0.0254403866805486,-0.0302694956936379,-0.0345048999685436,-0.0322867148033175,-0.024108537465216,1.54803403340954e-05
"RS3B",-0.0150123723834818,-0.0518387592465693,-0.0189733651929097,-0.0372806655494848,-0.0228268320777223,-0.0194858677354394,-0.0241939600903668,-0.0278856267967331,-0.0303052661575454,-0.0109138653681094,-0.0271034851992626,-0.0375278165615378,-0.0351164022918912,-0.0140958716790259,-0.0482095731307966,-0.0207916884252491,-0.0226428901530145,0.00993502515365541,0.000569647287837141,-0.0325796888331274,-0.0314676037657702,-0.0247284374556827,-0.0304029265872983,-0.0301304877684342,-0.0233152743974471,-0.0168586891521654,-0.0412577201297036,-0.016156216318833,-0.0232545309467062,-0.0169839745547313,-0.00670703590382133,-0.000305312128840387,0.965161792268227,0.0411852177549351,-0.0135988404474354,-0.0119892738896405,-0.0169021414833577,-0.0190109458354785,-0.0251668010970756,-0.0379968084317084,-0.0481828677228555,9.46854915586426e-06
"RS3D",-0.0326223540746047,-0.0217834889257953,-0.0366474843836923,-0.0321465019832888,-0.0268314581766147,-0.0283598685404803,-0.0148147146192511,-0.0160040702275695,-0.0183107169300039,-0.0211610753007313,-0.00655801216085246,-0.0189282013799429,-0.00409523105159788,-0.0200742961346609,-0.0250865834179142,-0.00263312094790912,-0.02932584445735,-0.0181767003844716,-0.0319985019251475,-0.0232757665988239,-0.011048797967492,-0.00264568878332366,-0.0331820364592563,-0.0207992278773066,-0.0266523364800168,-0.0385304360821309,-0.0199949105139042,-0.00455343476965475,-0.0173957082103978,0.000532130636573186,0.00663065323785916,-0.014960816134825,0.176499443305162,0.984187460115778,0.0147240422313671,-0.00145362724981993,-0.015553314166623,-0.0234991273092572,-0.0339314809536834,-0.00865984917656414,-0.00845502870730211,1.07314012156602e-05
"RS6A",-0.0440600120996694,-0.0363239176239056,-0.0374662119495304,-0.0331351865059495,-0.0369910664415658,-0.0389498047888509,-0.0204831394097822,-0.0281659945873453,-0.0226104085658627,-0.0283383422868399,-0.0392659807486839,0.149888931171671,0.984401978959744,-0.0272527564175965,-0.0199750412058968,-0.0151565775386798,-0.0142299386512897,-0.0408449896064221,-0.0256910425651721,-0.0496002011043004,-0.0289985208950709,-0.0407698728492697,-0.0396521301838147,-0.0500635026942655,-0.0285950879264953,-0.0289461700758558,-0.0286922073081227,-0.0504786077915597,-0.0289473597944446,-0.0301571402757054,-0.0302193184548097,-0.0279494410762851,-0.0299160153616641,-0.0325295871730767,-0.0238263814368517,-0.0510479172150475,-0.0373573268910574,-0.0412544607620566,0.00225284677603275,-0.0426436906587458,-0.0412350426635435,2.21044430524754e-05
"RS6D",-0.0245883500847958,-0.0148313998447585,-0.0158694489784752,-0.0196723318184249,-0.0201350172440742,-0.0204083947330197,-0.0249382868430161,-0.023433583841104,-0.0271604833282203,-0.017938243770801,-0.01852842627897,0.966535939422249,0.00803089632390507,-0.028758031467998,-0.0069666464591765,0.00534999375898619,-0.0215973208287438,-0.00893837567225241,-0.023495393438852,-0.0353807369927483,-0.0210547350211589,-0.0149159688554577,-0.032397263921108,-0.0348595669522954,-0.0185211779341365,-0.0388654497016893,-0.0195243446004069,-0.0274772639650554,-0.0299118925619354,-0.0147199119535495,-0.0173796203580268,0.0032277557571987,-0.03074224251758,-0.0237609032011067,-0.0128709138501174,-0.0229703978397199,-0.0231282077521269,-0.0229517974621962,-0.00883757923113937,-0.0311043686205899,-0.0134066951270277,4.84836533625712e-06
"RS7B",-0.0194856069110171,-0.0257182842489463,-0.0295181674441326,-0.0138442217502272,-0.0245138407779259,-0.0277722409232856,0.976672617999473,-0.00110726983314414,0.00161166610050419,-0.01121717164507,-0.0240818053063704,-0.0100580875639474,-0.0196523240275086,-0.00511780391745794,-0.0187863336251218,-0.0272872293048456,0.014753120936782,-0.0290181954706062,-0.0302236761781065,-0.0440331776885356,-0.037923604771688,-0.0356906430125061,-0.0373389299350348,-0.0416156134229499,-0.0321697143724916,-0.026942889488723,-0.029152097570171,-0.0428315813420404,-0.0349250399102113,-0.0367524285002811,-0.0317040776148835,-0.0225373265156133,-0.0415920884274078,-0.0229147064035493,-0.0289314307016182,-0.0357386210210394,-0.0268156812861967,-0.0349692624927527,-0.0421426198433258,-0.0431610492134196,-0.0386158361842313,5.39042825565504e-06
"RS7C",-0.0208839919474679,-0.0296014043829678,-0.0420712930089528,-0.0377602943858774,-0.0355496646712364,-0.0316451680650592,0.0931190686527955,0.0192327089069995,0.0116753960370008,-0.0187151071442011,-0.0400928240050866,-0.00189410282566681,-0.0166688437920002,-0.00135024660977594,-0.00345320021581661,-0.0342583468227043,-0.0255265865456539,-0.0318798229219875,-0.0314983935541828,-0.0491690796320413,-0.0316358426444978,-0.0257345378620345,-0.0242170825002827,-0.0328251303650189,-0.0384384434410283,-0.0152472323420543,-0.0434730299718569,-0.0371891192272485,-0.0582888694097878,-0.0336666700631999,-0.0304337118581454,-0.029436564256659,-0.023617868862454,-0.0314832507414214,-0.0200059046843393,-0.0314302337835082,-0.026893585032515,-0.0353837975095935,-0.0423050246409392,-0.031202090161114,-0.0443630280500338,-2.05618929103053e-05
"RS8B",-0.0134105909274414,-0.0271297501644546,-0.0248679304268654,-0.00659148749356135,-0.0155660344646771,-0.0376007954613843,-0.0100514409948129,-0.00818580970006697,-0.00430711337327888,0.155889242878432,0.978240816139196,-0.00444019847532597,-0.00421698559615054,-0.0194297426626301,-0.0161722147764198,-0.0156221423961068,0.0258935729175241,-0.0255530515899665,-0.0240192587183658,-0.00836111464593602,-0.0161061467317015,-0.0284011380635789,-0.0220703989042702,-0.0235889344809157,-0.0348980360550982,-0.0178303771967569,0.0024056815086541,-0.0140848787143463,-0.00426327860504671,-0.025670821237569,0.00311906470132251,-0.030767723700048,-0.0164592341423359,-0.00610923929442947,-0.00877217745230034,-0.0144844515119965,-0.00692001025862702,-0.0293287704084152,-0.000337456365497456,-0.0194745856645794,-0.0234450471607532,2.47483280050102e-05
"RS8C",-0.0355429429231099,-0.00833434498083962,-0.0219203406531815,-0.0246754979027793,-0.0230868279385543,0.00336170754764967,-0.00281957956837099,-0.0158223327996046,-0.0154339053534405,0.969505261803375,0.0975424569149705,-0.0190823094341608,0.00324491806270735,-0.00458617078139211,-0.00470432607390403,-0.00666151737189175,0.0365289325028427,-0.0105196402559025,-0.0215634987170712,-0.0311736423318446,-0.0330150147779783,-0.0273358854179859,-0.00783406991862224,-0.0230588661068497,-0.0172161519075516,-0.0114910793502765,-0.00648874014161487,-0.0109551998877964,-0.0224810177800331,-0.00673543848179088,-0.0100166921091944,-0.0192363087952164,-0.0110195325621787,-0.0166972433483652,-0.00788666926320944,-0.0179096973285547,-0.0135728318781704,-0.00651788408140109,-0.00620250659799676,-0.0267713003359612,-0.0148946243232189,1.91071680346781e-05
"RS9A",-0.0235404415036382,-0.0167711232443359,-0.0350886253122521,-0.0300786774017096,-0.0319472327989163,-0.0405038893439545,-0.00899311470221153,-0.0305536409289049,-0.0229147675607607,-0.0201156400272223,-0.0295187706084,-0.0348395347052623,-0.0290384919218958,-0.0272596649382848,-0.0403561320449601,-0.0354351757909164,-0.0311681957368482,-0.0306251001305797,-0.0182362504497708,-0.043965651663953,-0.0201744786807354,-0.026986500890242,-0.0146031853433545,-0.0272111362445436,-0.0227940300286452,-0.0225234661280341,-0.027742073968583,-0.0387639568526594,-0.0320438737573809,-0.0202397550787095,-0.0274101899556544,-0.0303332317592807,-0.0238642627600529,-0.0110962803160965,-0.0274365507784104,-0.0345979086429266,-0.0240386050516436,-0.0119094227526628,0.983901655418534,0.126215351623518,0.0758817900325502,2.6050738855628e-05
"RS9C",-0.0351104134453935,-0.0197528202803873,-0.000225654968392439,0.00204534119684092,-0.0160810767105925,0.0153089725902982,-0.0165106997271154,-0.0163231262711671,0.00529690305288388,0.0116285842701059,-0.0066114155258904,-0.00514829908520856,-0.00506206922606509,0.00168449314887835,0.00855548528300639,-0.0138663572600204,-0.00976412455401316,-0.00740822111373358,-0.0100461771092901,-0.023287517737253,-0.00374127229042553,-0.0163187875714989,-0.00720117283292507,-0.0115344040533486,0.0182394653766061,0.0130431335230887,-0.00351568982816859,0.00425657237704446,0.00468599796525744,0.985577526151598,-0.0114775630720878,0.0309003019649444,-0.0257879976924698,-0.00308304016616652,0.00481789937159238,0.00364438670821754,0.00691467105858675,0.0232188021520942,-0.00776353819294196,-0.0153579105031475,0.0287083123323107,1.75455119185881e-05
